CLASSE,ESPECIFICACAO,ESPECIFICACOES_CORRELATAS
1,Álcool de amido,"Cl.3: Goma de amido para lavanderia | Cl.4: Álcool metilado | Cl.4: Álcool [combustível] | Cl.4: Combustível à base de álcool | Cl.5: Álcool para uso medicinal | Cl.5: Amido para uso dietético ou farmacêutico | Cl.5: Álcool para uso farmacêutico | Cl.11: Queimadores de álcool | Cl.16: Material de embalagem, feito de amido | Cl.29: Frutas conservadas em álcool | Cl.32: Cerveja sem álcool"
1,Amoníaco anídrico,Cl.3: Álcali volátil [amoníaco] [detergente] | Cl.3: Álcali volátil [amoníaco] [detergente]
1,Carvão animal [negro animal],Cl.2: Negro de carvão [pigmento] | Cl.4: Nafta de carvão | Cl.5: Cimento para cascos de animal | Cl.5: Preparações de elementos traço para uso humano ou animal | Cl.7: Máquinas cortadoras de carvão | Cl.18: Embornais [saco para alimentação animal] | Cl.29: Tutano animal para uso alimentar | Cl.31: Cal para forragem animal | Cl.31: Massa de farelos para consumo animal | Cl.31: Grãos para consumo animal | Cl.31: Leveduras para consumo animal | Cl.31: Algarobilho para consumo animal
1,Ácido antranílico,Cl.5: Ácido gálico para uso farmacêutico | Cl.29: Bebidas de ácido lático
1,Substâncias antidetonantes para motores de combustão interna,Cl.7: Dispositivos de ignição para motores de combustão interna | Cl.7: Velas para ignição de motores a combustão interna | Cl.7: Motores de combustão interna para barcos | Cl.7: Conversores de combustível para motores de combustão interna
1,Anti-incrustantes,Cl.2: Tintas anti-incrustantes | Cl.5: Anti-helmínticos | Cl.5: Anti-inflamatórios | Cl.9: Dispositivos anti-interferência [eletricidade] | Cl.10: Pulseiras anti-enjoo | Cl.45: Monitorização de alarmes anti-roubo e de segurança
1,Óxido de antimônio,Cl.2: Óxido de cobalto [corante] | Cl.2: Óxido de zinco [pigmento] | Cl.2: Litargírio [pigmento]
1,Preparações químicas para acabamentos da indústria têxtil,Cl.5: Preparações químicas para diagnóstico de gravidez | Cl.5: Preparações químicas para tratar filoxera | Cl.5: Preparações químicas para uso farmacêutico | Cl.5: Preparações químicas para uso medicinal | Cl.7: Máquinas para indústria têxtil
1,Goma arábica para uso industrial,Cl.3: Goma de amido para brilho [lavanderia] | Cl.3: Goma de amido para lavanderia | Cl.4: Geleia de petróleo para uso industrial | Cl.4: Óleo de peixe para uso industrial | Cl.4: Óleo de colza para uso industrial | Cl.4: Óleo de ossos para uso industrial | Cl.4: Óleo de girassol para uso industrial | Cl.4: Óleo de rícino para uso industrial | Cl.7: Máquinas dispensadoras de fita para uso industrial | Cl.7: Máquinas de cigarros para uso industrial | Cl.7: Máquinas para selecionar de uso industrial | Cl.7: Máquinas para sucção para uso industrial | Cl.7: Prensas [máquinas para uso industrial] | Cl.7: Aparelhos e máquinas para encadernação para uso industrial | Cl.7: Máquinas para selar [lacrar] de uso industrial | Cl.7: Cortadoras [máquinas] para uso industrial | Cl.7: Vibradores [máquinas] para uso industrial | Cl.7: Máquinas para aplicação de goma | Cl.7: Máquinas de liberação de fluidos para uso industrial | Cl.9: Detectores de metal para uso industrial ou militar | Cl.9: Aparelhos para radiologia para uso industrial | Cl.9: Telas radiológicas para uso industrial | Cl.11: Aparelhos de cromatografia para uso industrial | Cl.17: Goma bruta ou semitrabalhada
1,Preparações viscosas para enxertos de árvores,Cl.3: Preparações depilatórias | Cl.3: Preparações fitocosméticas | Cl.5: Preparações para purificar o ar | Cl.5: Preparações para hemorróidas | Cl.5: Preparações antiparasitárias | Cl.5: Preparações antiúricas | Cl.5: Preparações vitamínicas* | Cl.5: Preparações para frieiras | Cl.5: Preparações para facilitar a dentição | Cl.5: Preparações para matar camundongos | Cl.5: Preparações anticriptogâmicas | Cl.5: Preparações para exterminar lesmas | Cl.5: Preparações para organoterapia | Cl.5: Preparações para organoterapia | Cl.5: Preparações broncodilatadoras | Cl.5: Preparações dermatológicas | Cl.6: Protetores de metal para árvores | Cl.6: Estacas de metal para plantas ou árvores | Cl.8: Podadores de árvores | Cl.20: Árvores de gato | Cl.28: Suportes para velas para árvores de natal | Cl.28: Sinos para árvores de natal | Cl.28: Suportes para árvores de natal | Cl.31: Árvores | Cl.31: Árvores de natal* | Cl.31: Troncos de árvores | Cl.44: Cirurgia de árvores | Cl.44: Plantação de árvores com a finalidade de compensação de carbono | Cl.44: Serviços de poda de árvores | Cl.44: Transplante de árvores
1,Mástique para enchimento de cavidades de árvores,Cl.8: Podadores de árvores | Cl.20: Árvores de gato | Cl.28: Brinquedos com enchimento | Cl.31: Árvores | Cl.31: Troncos de árvores | Cl.44: Serviços de poda de árvores | Cl.44: Transplante de árvores
1,Soluções de sais de prata para pratear,Cl.2: Pasta de prata | Cl.2: Emulsões de prata [pigmentos] | Cl.3: Soluções para decapagem | Cl.6: Prata alemã [alpaca] | Cl.6: Prata alemã [alpaca] | Cl.6: Soldadura de prata | Cl.14: Prata fiada | Cl.14: Prata semitrabalhada ou batida | Cl.17: Soluções de borracha | Cl.26: Bordados de prata | Cl.40: Prateação [revestimento com prata]
1,Arseniato de chumbo,"Cl.2: Alvaiade [branco de chumbo] | Cl.2: Litargírio [pigmento] | Cl.5: Água vegetomineral de goulard [solução aquosa de subacetato de chumbo] | Cl.5: Água vegetomineral de goulard [solução aquosa de subacetato de chumbo] | Cl.6: Selos de chumbo | Cl.6: Chumbo, bruto ou semitrabalhado | Cl.13: Chumbo de caça [granalha]"
1,Ácido arsenioso,Cl.5: Ácido gálico para uso farmacêutico | Cl.29: Bebidas de ácido lático
1,Combustíveis para reatores nucleares,Cl.9: Baterias nucleares | Cl.11: Lâmpadas de mineiros Instalações para processamento de combustíveis nucleares e materiais moderadores | Cl.11: Reatores nucleares
1,Preparações químicas para descarbonização de motores,"Cl.3: Preparações depilatórias | Cl.3: Preparações fitocosméticas | Cl.5: Preparações para hemorróidas | Cl.5: Preparações antiparasitárias | Cl.5: Preparações antiúricas | Cl.5: Preparações vitamínicas* | Cl.5: Preparações para frieiras | Cl.5: Preparações para facilitar a dentição | Cl.5: Preparações para matar camundongos | Cl.5: Preparações anticriptogâmicas | Cl.5: Preparações químicas para diagnóstico de gravidez | Cl.5: Preparações para exterminar lesmas | Cl.5: Preparações químicas para tratar mofo | Cl.5: Preparações químicas para tratar mangra | Cl.5: Preparações químicas para tratar mangra | Cl.5: Preparações para organoterapia | Cl.5: Preparações para organoterapia | Cl.5: Preparações químicas para tratar filoxera | Cl.5: Preparações químicas para tratar doenças da vinha | Cl.5: Preparações químicas para uso farmacêutico | Cl.5: Preparações químicas para uso medicinal | Cl.5: Preparações químicas para uso veterinário | Cl.5: Preparações broncodilatadoras | Cl.5: Preparações químicas para tratar doenças de plantas cerealíferas | Cl.5: Preparações dermatológicas | Cl.7: Motores de avião | Cl.7: Injetores para motores | Cl.7: Cabeças de cilindro para motores | Cl.7: Turbocarregadores para motores | Cl.7: Motores de popa | Cl.12: Cárteres para componentes de veículos, exceto para motores"
1,Papel autovirador [fotografia],"Cl.5: Papel para cataplasmas de mostarda | Cl.5: Papel antitraça | Cl.9: Aparelhos para ampliação [fotografia] | Cl.9: Câmaras escuras [fotografia] | Cl.9: Secadoras [fotografia] | Cl.9: Disparadores de obturador [fotografia] | Cl.9: Obturadores [fotografia] | Cl.9: Câmeras [fotografia] | Cl.9: Lâmpadas de flash [fotografia] | Cl.9: Telas [fotografia] | Cl.9: Escorredores para uso em fotografia | Cl.9: Carretéis [fotografia] | Cl.9: Filtros para fotografia | Cl.9: Lâmpadas para quarto escuro [fotografia] | Cl.9: Bandejas de lavar [fotografia] | Cl.9: Diafragmas [fotografia] | Cl.9: Filtros para raios ultravioletas [fotografia] | Cl.9: Flash [fotografia] | Cl.16: Papel * | Cl.16: Papel para decalque | Cl.16: Papel para embrulho | Cl.16: Papel para eletrocardiógrafos | Cl.16: Filtro de papel | Cl.16: Papel de carta | Cl.16: Papel luminoso | Cl.16: Papel machê | Cl.16: Papel-pergaminho | Cl.16: Papel para radiogramas | Cl.16: Papel encerado | Cl.16: Papel de arroz* | Cl.16: Washi [espécie de papel japonês] | Cl.16: Bandeirolas de papel | Cl.16: Papel dobrável para origami | Cl.17: Papel de amianto | Cl.19: Papel de construção | Cl.25: Vestuário de papel | Cl.25: Babadouros, exceto de papel | Cl.40: Tratamento para papel | Cl.41: Fotografia"
1,Substâncias químicas para avivar têxteis,"Cl.5: Substâncias hemostáticas [estípticos] | Cl.40: Ignifugação de têxteis | Cl.44: Aspersão, aérea ou de superfície, de fertilizantes e outras substâncias químicas agrícolas"
1,Óxido nitroso [monóxido de dinitrogênio],Cl.2: Óxido de cobalto [corante] | Cl.2: Óxido de zinco [pigmento] | Cl.2: Litargírio [pigmento]
1,Adubos nitrogenados,"Cl.11: Aparelhos para irrigação de fertilizantes | Cl.44: Aspersão, aérea ou de superfície, de fertilizantes e outras substâncias químicas agrícolas"
1,Fertilizantes nitrogenados,"Cl.11: Aparelhos para irrigação de fertilizantes | Cl.44: Aspersão, aérea ou de superfície, de fertilizantes e outras substâncias químicas agrícolas"
1,Ácido nítrico Bactericidas para enologia [preparações químicas usadas durante a fabricação de,Cl.5: Preparações químicas para diagnóstico de gravidez | Cl.5: Preparações químicas para tratar mofo | Cl.5: Preparações químicas para tratar mangra | Cl.5: Preparações químicas para tratar mangra | Cl.5: Preparações químicas para tratar filoxera | Cl.5: Preparações químicas para uso farmacêutico | Cl.5: Preparações químicas para uso medicinal | Cl.5: Preparações químicas para uso veterinário | Cl.5: Preparações químicas para tratar doenças de plantas cerealíferas | Cl.40: Fabricação de pães sob encomenda
1,Banhos fixadores [fotografia],Cl.2: Fixadores para aquarelas | Cl.2: Fixadores [vernizes] | Cl.5: Banhos de oxigênio | Cl.5: Preparações terapêuticas para banhos | Cl.5: Lama para banhos | Cl.9: Aparelhos para ampliação [fotografia] | Cl.9: Disparadores de obturador [fotografia] | Cl.9: Obturadores [fotografia] | Cl.9: Lâmpadas de flash [fotografia] | Cl.9: Telas [fotografia] | Cl.9: Filtros para fotografia | Cl.9: Lâmpadas para quarto escuro [fotografia] | Cl.9: Flash [fotografia] | Cl.11: Acessórios para banhos | Cl.11: Geradores de microbolhas para banhos | Cl.28: Fixadores de esquis [calços de segurança] | Cl.41: Fotografia
1,Banhos de galvanização,Cl.5: Banhos de oxigênio | Cl.5: Preparações terapêuticas para banhos | Cl.5: Lama para banhos | Cl.7: Máquinas de galvanização | Cl.11: Acessórios para banhos | Cl.11: Geradores de microbolhas para banhos | Cl.40: Galvanização | Cl.44: Serviços de banhos públicos para fins higiênicos | Cl.44: Serviços de banhos turcos | Cl.44: Aluguel de geradores de água hidrogenada para banhos
1,Banhos de viragem [fotografia],Cl.5: Preparações para banhos com fins medicinais | Cl.5: Banhos de oxigênio | Cl.5: Preparações terapêuticas para banhos | Cl.5: Lama para banhos | Cl.9: Aparelhos para ampliação [fotografia] | Cl.9: Câmaras escuras [fotografia] | Cl.9: Secadoras [fotografia] | Cl.9: Disparadores de obturador [fotografia] | Cl.9: Obturadores [fotografia] | Cl.9: Câmeras [fotografia] | Cl.9: Lâmpadas de flash [fotografia] | Cl.9: Telas [fotografia] | Cl.9: Escorredores para uso em fotografia | Cl.9: Carretéis [fotografia] | Cl.9: Filtros para fotografia | Cl.9: Lâmpadas para quarto escuro [fotografia] | Cl.9: Bandejas de lavar [fotografia] | Cl.9: Diafragmas [fotografia] | Cl.9: Filtros para raios ultravioletas [fotografia] | Cl.9: Flash [fotografia] | Cl.11: Banheiras para banhos de assento | Cl.11: Acessórios para banhos | Cl.11: Geradores de microbolhas para banhos | Cl.41: Fotografia | Cl.44: Serviços de banhos públicos para fins higiênicos | Cl.44: Serviços de banhos turcos | Cl.44: Aluguel de geradores de água hidrogenada para banhos
1,Soda do comércio [soda barrilha],Cl.3: Soda para branquear | Cl.3: Cristais de soda para a limpeza | Cl.3: Lixívia de soda | Cl.32: Água de soda | Cl.35: Comércio varejista de produtos de panificação
1,Papel barítico,"Cl.2: Papel para tingir ovos | Cl.3: Papel para polir | Cl.3: Lixa com costado de papel [lixa de papel] | Cl.3: Papel abrasivo | Cl.5: Papel apanha-moscas | Cl.5: Papel para cataplasmas de mostarda | Cl.5: Papel para cataplasmas de mostarda | Cl.5: Papel antitraça | Cl.5: Papel reagente para uso médico | Cl.7: Máquinas para fabricação de papel | Cl.16: Papel * | Cl.16: Quadros de avisos, de papel ou papelão | Cl.16: Grampos para papel | Cl.16: Grampos para papel | Cl.16: Papel para decalque | Cl.16: Papel carbono | Cl.16: Papel para máquinas registradoras | Cl.16: Folhas de papel [papelaria] | Cl.16: Papel higiênico | Cl.16: Cartuchos de papel, de forma cônica | Cl.16: Embalagens de papel para cremes | Cl.16: Colchetes para papel | Cl.16: Papel para embrulho | Cl.16: Papel para embrulho | Cl.16: Papel para eletrocardiógrafos | Cl.16: Estatuetas de papel machê | Cl.16: Filtro de papel | Cl.16: Papel de carta | Cl.16: Pesos para papel | Cl.16: Papel luminoso | Cl.16: Papel machê | Cl.16: Blocos de papel em múltiplas vias [papelaria] | Cl.16: Lenços de papel | Cl.16: Toalhas de papel para mesa | Cl.16: Clipes de papel | Cl.16: Papel-pergaminho | Cl.16: Vincadores de papel [material de escritório] | Cl.16: Papel para cobrir vasos de flores | Cl.16: Papel para radiogramas | Cl.16: Descansos de papel redondos para mesa | Cl.16: Babadores de papel | Cl.16: Caixas de papel ou papelão | Cl.16: Bandeiras [de papel] | Cl.16: Fragmentadoras de papel [artigos de escritório] | Cl.16: Lenços de papel para retirar maquiagem | Cl.16: Guardanapos de papel | Cl.16: Jogo americano de papel para mesa | Cl.16: Letreiros de papel ou cartão | Cl.16: Papel toalha | Cl.16: Toalhas de rosto, de papel | Cl.16: Etiquetas de papel ou papelão | Cl.16: Filtros de papel para café | Cl.16: Sinalizadores de papel ou papelão | Cl.16: Papel para cópias [papelaria] | Cl.16: Papel encerado | Cl.16: Revestimento de papel para gavetas [perfumado ou não] | Cl.16: Enchimento de papel ou papelão | Cl.16: Papel de arroz* | Cl.16: Washi [espécie de papel japonês] | Cl.16: Caminhos de mesa em papel | Cl.16: Banners [faixas] de papel | Cl.16: Bandeirolas de papel | Cl.16: Papel para mesas de exames clínicos | Cl.16: Papel para cobrir bandejas odontológicas | Cl.16: Babadores com mangas, em papel | Cl.16: Etiquetas em papel para a restituição de bagagem | Cl.16: Lenços de papel para limpeza | Cl.16: Papel dobrável para origami | Cl.16: Sacolas de papel ou plástico | Cl.16: Papel manteiga | Cl.16: Papel semente plantável [artigos de papelaria] | Cl.16: Papel de seda | Cl.16: Sacos de alimentos de papel ou plástico | Cl.16: Decorações de festa em papel | Cl.17: Papel para capacitores elétricos | Cl.17: Papel isolante | Cl.17: Papel de amianto | Cl.19: Papel de construção | Cl.21: Pratos de papel | Cl.21: Bandejas de papel para uso doméstico | Cl.21: Materiais para polir, exceto preparações, papel e pedra | Cl.21: Cachepôs, exceto de papel, para vasos de flores | Cl.21: Copos de papel ou de plástico | Cl.21: Cestos para papel | Cl.21: Forminhas para assar de papel | Cl.21: Suportes para toalha de papel | Cl.22: plásticas, papel ou papelão | Cl.22: Cordéis feitos de papel | Cl.24: Caminhos de mesa, exceto de papel | Cl.24: Cobertas de cama de papel | Cl.25: Vestuário de papel | Cl.25: Babadouros, exceto de papel | Cl.25: Chapéus de papel [vestuário] | Cl.25: Babadores, com manga, exceto de papel | Cl.26: Fitas e laços, exceto de papel, para embrulho de presente | Cl.27: Papel de parede | Cl.28: Chapéus de festa em papel | Cl.30: Papel comestível | Cl.30: Papel comestível de arroz | Cl.34: Papel de cigarro | Cl.40: Acabamentos para papel [tratamento] | Cl.40: Tratamento para papel"
