numero_base,classe,descricao
200320,20,Guarda-roupas
200321,20,Escabelos
200322,20,Pregos não metálicos para sapatos
200323,20,Tacos não metálicos para saltos de sapatos
200324,20,"Crucifixos de madeira, cera, gesso ou plástico, exceto joias"
200325,20,"Recipientes para drenagem de óleo, não metálicos"
200326,20,"Camas infláveis, exceto para uso medicinal"
200327,20,Colchões para acampamento
200328,20,Rampas plásticas para uso em veículos
200329,20,Cadeiras para banho
200330,20,Almofada encosto de cabeça para bebês
200331,20,Almofadas antigiro para bebês
200332,20,Travesseiros posicionadores de cabeça para bebês
200333,20,"Mastros portáteis, não metálicos"
200334,20,"Rolhas, exceto de vidro, metal ou borracha"
200335,20,"Molas para fechar portas, não metálicas, não elétricas"
200336,20,Rodízios não metálicos para portas corrediças
200337,20,Cadeiras de banho para bebês
200338,20,Mesas de apoio para usar notebook sobre as pernas
200339,20,Escrivaninhas portáteis
200340,20,"Dispositivos não metálicos, não elétricos, para abrir portas"
200341,20,"Dispositivos não metálicos, não elétricos, para abrir janelas"
200342,20,"Dispositivos não metálicos, não elétricos, para fechar janelas"
200343,20,Roldanas não metálicas para janelas
200343,20,Roldanas não metálicas para caixilho de janela
200344,20,"Cadeados não metálicos, exceto eletrônicos"
200345,20,Toucadores para banheiro [móveis]
200346,20,Gavetas para móveis
200347,20,Guarda-volumes para malas
200348,20,"Recipientes, não metálicos, para gás comprimido ou ar líquido"
200349,20,Garrafas [recipientes] não metálicas para gás comprimido ou ar líquido
200350,20,Bancos para banheiro
200351,20,Armários de cozinha [mobiliário]
200352,20,Tapetes removíveis para pias
200353,20,Organizadores de gaveta
200354,20,"Organizadores de pendurar para armários Tampas feitas especialmente para manuseio e transporte de garrafas, não metálicas, 20 para gás comprimido"
200356,20,Almofadas para forrar colchonetes para animais de estimação
200357,20,Protetores de respingos provenientes de espirros
200358,20,"Caçambas de lixo não metálicas, exceto para uso médico"
200359,20,"Lixeiras para recicláveis, não metálicas"
200360,20,Etiquetas costuradas de plástico para roupas
200361,20,"Dispensadores de bilhetes, exceto de metal"
200362,20,"Caixas, exceto de metal, para liberação de toalhas de papel"
200363,20,"Porta-papel higiênico, exceto de metal"
200364,20,Cadeiras ergonômicas para massagem na posição sentada
200365,20,"Taças estatuárias comemorativas, de madeira, cera, gesso ou plástico"
200366,20,Prateleiras para armazenar papelão
200367,20,"Taças para premiação, de madeira, cera, gesso ou plástico"
200368,20,Tapetes de dormir de bambu ou palha
200369,20,"Pregos, não metálicos"
200370,20,"Pregos pequenos sem cabeça, não metálicos"
200370,20,"Tachas pequenas sem cabeça, não metálicas"
200371,20,Árvores de gato
200372,20,Cestas de compras não metálicas para supermercado
200374,20,Travesseiros de banho
200375,20,Bandejas [suporte] para teclado de computador
200376,20,"Latas de lixo, não metálicas, exceto para fins domésticos"
200376,20,"Lixeiras, não metálicas, exceto para fins domésticos"
200377,20,Travesseiros para amamentação
200378,20,"Dispensadores de sabonete, exceto de metal"
200379,20,"Bocais/bicos*, exceto feitos de metal"
200380,20,"Pranchas/placas de tração para desatolar veículos, exceto de metal"
200381,20,Almofadas de meditação
200382,20,Almofadas de ioga
200382,20,Travesseiros de ioga
200383,20,Bancos de meditação
200384,20,Rolos de ioga
200385,20,Altares [mobiliário]
200386,20,Estatuetas feitas de sementes
210001,21,Bebedouros
210002,21,Manjedouras
210005,21,Lã de aço para limpeza
210006,21,Tábuas de lavar
210007,21,Recipientes isolantes térmicos para alimentos
210008,21,Batedores para tapetes [instrumentos manuais]
210009,21,Ampolas de vidro [recipientes]
210010,21,Cerdas de animais
210011,21,Anilhos para aves domésticas
210014,21,Escovas *
210015,21,Pulverizadores [sprinklers]*
210016,21,Regadores
210017,21,Cestos de pão para uso doméstico
210018,21,Anilhos para aves
210019,21,Banheiras para aves *
210020,21,Vassouras
210021,21,Vassouras mecânicas
210022,21,Frascos de vidro [recipientes]
210023,21,Baldes
210023,21,Caçambas
210025,21,Bacias [recipientes]
210027,21,Bicos dosadores
210028,21,Rascadeiras
210030,21,Manteigueiras
210031,21,Tampas para manteigueiras
210032,21,Canecas para cerveja
210033,21,Garrafão de vidro
210034,21,Recipientes para beber
210035,21,Recipientes isolantes térmicos para bebidas
210037,21,Porta sabonetes
210038,21,Caixas para chá
210039,21,Bacias [tigelas]
210039,21,Tigelas [bacias]
210040,21,Garrafão revestido de trançado de vime
210041,21,Descalçadeiras para botas
210042,21,Rolhas de vidro
210043,21,"Saca-rolhas, elétricos e não elétricos"
210044,21,Esferas de vidro decorativas
210045,21,Garrafas*
210046,21,Garrafas térmicas
210047,21,Garrafas para refrigerar
210048,21,"Abridores de garrafas, elétricos e não elétricos"
210049,21,Espetos de metal para cozinha
210050,21,Escovinhas para as unhas
210051,21,Escovas de toalete
210052,21,Escovas para vidros de luminárias
210054,21,Materiais para fabricação de escovas
210055,21,Pêlos para escovas
210056,21,"Defumadores [perfumadores], elétricos e não elétricos"
210057,21,Galhetas
210058,21,Bandejas
210059,21,Gaiolas para pássaros
210061,21,Peneiras de farinha [utensílios domésticos]
210062,21,Recipientes isolantes térmicos
210063,21,Recipientes decantadores
210064,21,Porta-cardápios
210065,21,Caldeiras [panelas]
210066,21,Esfregões metálicos para arear
210067,21,Peneiradores de cinzas [utensílios domésticos]
210068,21,Cerâmicas para uso doméstico
210069,21,Mata-moscas [mecânicos]
210070,21,Caldeirões
210071,21,Escovas para sapatos
210073,21,Escovas para cavalos
210074,21,Manjedouras para animais
210075,21,Pentes para animais
210076,21,Pentes*
210077,21,Panos de limpeza
210078,21,Enfeites de porcelana
210079,21,Formas [utensílios de cozinha]
210080,21,Enceradeiras não elétricas
210082,21,Batedeiras [coqueteleiras]
210084,21,"Potes para cola, não elétricos"
210085,21,Vidros [recipientes]
210086,21,Chifres para beber
210087,21,Utensílios para cosméticos
210088,21,Coadores para uso doméstico
210089,21,Fruteiras
210090,21,Descansos de talheres para mesa
210091,21,Fechos para tampas de panelas
210092,21,Tampas de pote
210093,21,Capas para tábuas de passar
210094,21,Prensas para gravatas
210096,21,Misturadores não elétricos para uso doméstico
210097,21,Peneiras [utensílios de uso doméstico]
210098,21,Cristais [vidraçaria]
210099,21,Formas para cubos de gelo
210100,21,Couro para polimento
210101,21,Panelas não elétricas
210102,21,Pás de uso doméstico
210103,21,Formas de cozinha
210104,21,Instrumentos de limpeza manuais
210105,21,Palitos de dentes
210106,21,Bacias para lavar roupa
210107,21,Chapas para impedir o transbordo de leite
210108,21,Tábuas de cortar para cozinha
210110,21,Pentes com dentes largos para os cabelos
210111,21,"Aspiradores de pó, não elétricos"
210112,21,Descansos para ferros de passar
210114,21,Vidro em pó para decoração
210115,21,Estojos de toalete
210115,21,Frasqueiras equipadas com artigos de toalete
210117,21,Frascos dispensadores de sabão
210118,21,Garrafas sifão para adição de gás
210118,21,Garrafas sifão para água gaseificada
210119,21,"Vidro esmaltado, exceto para construção"
210120,21,Formas para alargar sapatos
210121,21,Funis
210122,21,Conjuntos de porta-condimentos
210123,21,Esponjas de banho
210124,21,Esponjeiras
210125,21,Espanadores de móveis
210126,21,Varais de roupa
210127,21,Baldes de tecidos fiados
210128,21,Estojos para pentes
210129,21,Louça de cerâmica
210129,21,Louça de faiança
210132,21,Suportes para arranjos de plantas e flores
210133,21,Vasos para flores
210134,21,"Batedores não elétricos, para uso doméstico"
210135,21,Esfregões
210136,21,"Frigideiras, não elétricas"
210137,21,Escovas para esfregar
210138,21,"Espremedores de frutas não elétricos, para uso doméstico"
210139,21,Aparelho para absorver fumaça para uso doméstico
210140,21,Gamelas [vasilhas]
210141,21,Formas para alargar luvas
210142,21,Formas para bolos
210143,21,Vidros [matérias-primas]
210144,21,Frascos de bebidas para esportes
210145,21,Grelhas [utensílios para cozinhar]
210146,21,Suportes para grelhas
210147,21,"Brochas de alcatrão, com cabo longo"
210148,21,Esponjas para pó-de-arroz
210149,21,"Vidro, não trabalhado ou semitrabalhado, exceto vidro para construção"
210150,21,Armadilhas para insetos
210152,21,"Lã de vidro, exceto para isolamento"
210153,21,Potes
210154,21,"Travessas para frutas, legumes e verduras"
210155,21,Baixelas [serviços] para licores
210156,21,Colheres para banhar alimentos [utensílios para cozinhar]
210157,21,Maiólica
210158,21,"Moedores para cozinha, não elétricos"
210159,21,Utensílios de uso doméstico
210160,21,Apanha-migalhas
210161,21,"Mosaicos de vidro, exceto para construção"
210162,21,Moinhos manuais para uso doméstico
210163,21,Refugos de lã para limpeza
210164,21,Indez [ovos artificiais]
210165,21,Oveiros
210166,21,Vidros opalas
210167,21,Opalinas
210168,21,Esfregões para limpeza
210169,21,Tábuas para pão
210170,21,"Cestas para piqueniques, com louça"
210171,21,Prensas para calças
210173,21,Pratos de papel
210175,21,Rolos para massa [domésticos]
210176,21,Pentes elétricos
210177,21,Espátulas para tortas
210178,21,Pipetas [provadores de vinho]
210178,21,Provadores de vinho [pipetas]
210179,21,Tábuas para passar roupa
210180,21,Bandejas de papel para uso doméstico
210181,21,Tachos de barro
210183,21,Bicos de regadores
210184,21,Moedores manuais para pimenta
210185,21,Pimenteiras
210186,21,"Aparelhos e máquinas não elétricos para polir, para uso doméstico"
210187,21,"Materiais para polir, exceto preparações, papel e pedra"
210189,21,Porcelanas
210190,21,Vasos
210191,21,Saboneteiras
210192,21,Urinóis
210193,21,Cerâmica
210194,21,Latas de lixo para uso doméstico
210194,21,Lixeiras para uso doméstico
210195,21,"Estojos para pó compacto, vazios"
210196,21,Baldes para gelo
210197,21,Raladores para cozinha
210198,21,Armadilhas para ratos
210199,21,Recipientes para cozinha ou uso doméstico
210200,21,Argolas para guardanapos
210203,21,Saladeiras
210204,21,Saleiros
210206,21,Aspersores para regar flores e plantas
210207,21,Serviços [baixela]
210208,21,Louças
210209,21,Serviços de chá [utensílio de mesa]
210210,21,Porta-guardanapos de mesa
210211,21,"Recipientes para fazer gelados e sorvetes, não elétricos"
210212,21,Pires
210213,21,Calçadeiras para sapatos
210214,21,Terrinas para sopa
210215,21,Escovas para sobrancelhas
210216,21,Armadilhas para camundongos
210217,21,"Estátuas de porcelana, cerâmica, faiança, terracota, argila ou vidro"
210218,21,Açucareiros
210219,21,Adornos para centros de mesa
210220,21,Taças
210221,21,Esticadores de vestuário
210222,21,Bules de chá
210223,21,Abotoadeiras
210224,21,Cofres de porquinho
210226,21,Samovares não elétricos
210227,21,"Utensílios de mesa, exceto facas, garfos e colheres"
210228,21,Vaporizadores de perfume
210229,21,Vidro incorporado com finos condutores elétricos
210230,21,Vidro pintado
210231,21,Vidro para janelas de veículos [produtos semi-acabados]
210232,21,Canecas
210234,21,"Obras de arte de porcelana, cerâmica, faiança, terracota, argila ou vidro"
210235,21,Pratos
210236,21,"Autoclaves para cozinha, não elétricas"
210238,21,Batedores não elétricos
210239,21,Aquecedores não elétricos para mamadeiras
210240,21,Pincéis para barba
210241,21,Suportes para pincéis para barba
210242,21,Arandelas
210243,21,Caixas de vidro
210244,21,Bomboneiras
210244,21,Caixas para doces
210245,21,Candelabros
210246,21,Chaleiras não elétricas
210248,21,Infusores de chá
210250,21,Escovas de dentes
210251,21,"Escovas elétricas, exceto de partes de máquina"
210252,21,"Bustos de porcelana, cerâmica, faiança, terracota, argila ou vidro"
210253,21,"Cachepôs, exceto de papel, para vasos de flores"
210254,21,Moedores manuais para café
210255,21,Serviços de café [utensílio de mesa]
210256,21,Coadores não elétricos para café
210257,21,Máquinas não elétricas de café
210258,21,"Descansos para copos ou garrafas, exceto de papel ou tecido"
210259,21,Esfregões abrasivos para cozinha
210260,21,"Fritadeiras, não elétricas"
210261,21,"Caixas refrigeradoras portáteis, não elétricas"
210261,21,"Geleiras portáteis, não elétricas"
210262,21,Aparelhos para higiene bucal
210263,21,Camurça para limpeza
210263,21,Peles de camurça para limpeza
210264,21,Aparelhos não elétricos para engraxar sapatos
210265,21,Redomas para queijeira
210266,21,Cestos para uso doméstico
210267,21,Bandejas para uso doméstico
210268,21,Estopa de algodão para limpeza
