marca_base,ncl_base,spec_base,marca_rpi,ncl_rpi,spec_rpi,colide
JB BARREIRA ECOLÓGICA,37,"prestação de serviços de instalação, manutenção e reparo de barreiras ecológicas em rios, riachos ou corpos d'água similares. os serviços incluem o fornecimento e montagem das barreiras, análise técnica do local para instalação, adaptação conforme as condições ambientais e normativas vigentes, além de manutenção periódica e eventuais reparos para garantir a funcionalidade, segurança e durabilidade das estruturas.;",JB JORGE BECHARA MÓVEIS,35,"assessoria, consultoria e informação em negócios relacionados à estratégia, marketing, produção, pessoal e assuntos relativos ao comércio varejista;assessoria, consultoria e informação em promoção de vendas;comércio [através de qualquer meio] de artigos de cama, mesa e banho;comércio [através de qualquer meio] de móveis;gestão de franquia para terceiros;publicidade por catálogos de vendas;serviços de assessoria em gestão de negócios;",S
IMPERIAL MS,19,"materiais de construção, não metálicos;",IMPERIAL GRANITOS,19,"ardósia;granito;mármore;pedra; pisos, revestimentos, granitos em bloco;",S
JC AGRO & FILHOS,31,"abacate fresco;abacaxi fresco;abóboras frescas;abobrinhas frescas;açaí, fresco;acelga fresca;acerola, fresca;agrião fresco;aipim fresco [mandioca in natura];aipim, fresco;alcachofra fresca;alcachofras frescas;alface fresca;alfazema in natura;alho fresco;alho-poró;ameixa [produto fresco];amêndoas [frutas];amendoins [frutos];araçá fruto, fresco;araruta;arroz não processado;aspargo [produto fresco];aveia;aveia em grão;avelãs frescas;azeitonas frescas;babosa [planta];bacuri fruto, fresco;batatas fre",RESTAURANTE JC SELF SERVICE CHURRASCARIA,43,"assessoria, consultoria e informações sobre restaurante;churrascaria [restaurante];serviços de lanchonetes;serviços de restaurantes;serviços de restaurantes para retirada;",S
JK SALGADOS,40,beneficiamento de alimentos;congelamento de alimentos;,JK CONFEITARIA ARTESANAL,43,alimentação natural e macrobiótica [serviços de fornecimento de comida e bebida];serviços de restaurantes;,S
VIVA EMPREENDIMENTOS IMOBILIÁRIOS,36,de ; aluguel de apartamentos; aluguel de escritórios []; avaliação ; *; ; locação de ; serviços de agências s; serviços de agências s de locação de apartamentos; aluguel de loja []; comércio de ; compra e venda de ; de ; leasing de ; ;,VIVA SANTA ANGELA,36,de ; ; de ; ;serviços s;,S
CORUJÃO DO OVO,35,"demonstração de produtos; provimento de mercado online para compradores e vendedores de produtos e serviços [marketplace]; serviços de agências de importação-exportação; comércio [através de qualquer meio] de produtos alimentícios [aves e ovos]; assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, através de websites, em conexão com comércio realizado pela internet; assessoria, consultoria e informação em gestão de negócios e comercialização de produtos sob con",BACALHAU CORUJÃO BACALHAU NÃO É TUDO IGUAL,43,serviços de bar;serviços de restaurantes;serviços de restaurantes para retirada;,S
DOCE HELENA,40,beneficiamento de alimentos;congelamento de alimentos;conservação de alimentos e bebidas;,HELENA BURGER,43,serviços de bar;serviços de cafés [bares];serviços de cantinas;serviços de lanchonetes;serviços de personal chef;serviços de restaurantes;serviços de restaurantes para retirada;,S
DOCE HELENA,40,beneficiamento de alimentos;congelamento de alimentos;conservação de alimentos e bebidas;,HELENA BURGER,30,cheeseburgers [sanduíches];coxinha de galinha [salgadinho];empada;empadinhas;esfiha;panquecas;pastéis de forno;pastel frito;pizzas;sanduíches;,S
DOCE HELENA,40,beneficiamento de alimentos;congelamento de alimentos;conservação de alimentos e s;,HELENA BURGER,35,comércio [através de qualquer meio] de s alcoólicas;comércio [através de qualquer meio] de s não alcoólicas;comércio [através de qualquer meio] de produtos alimentícios [bolos];comércio [através de qualquer meio] de produtos alimentícios [chocolates];comércio [através de qualquer meio] de produtos alimentícios [doces];comércio [através de qualquer meio] de produtos alimentícios [laticínios];comércio [através de qualquer meio] de produtos alimentícios [massas];comércio [através de qualquer meio] ,S
VITORIA COLLECTION,35,comércio [s de qualquer meio] de s;comércio [s de qualquer meio] de s para ;comércio [s de qualquer meio] de s;,VITÓRIA CATS,35,"comércio [s de qualquer meio] de alimentos para ;comércio [s de qualquer meio] de s;comércio [s de qualquer meio] de s para ;comércio [s de qualquer meio] de s;comércio, no atacado, de sanitárias, farmacêuticas e s e de suprimentos médicos;comércio, no varejo, de sanitárias, farmacêuticas e s e de suprimentos médicos;",S
BENDITO BAR,40,beneficiamento de alimentos;congelamento de alimentos;conservação de alimentos e bebidas;,BENDITO FRUTOS DO MAR,43,serviços de restaurantes;,S
IMPÉRIO DAS MARMITAS,43,churrascaria [restaurante];serviço de bufê;serviços de bar;serviços de lanchonetes;serviços de restaurantes;serviços de restaurantes de autosserviço;serviços de restaurantes para retirada;,IMPÉRIO DO AÇAÍ E CIA,39,entrega de refeições fornecidas por terceiros [delivery];,S
IMPÉRIO DAS MARMITAS,43,[];serviço de bufê;serviços de bar;serviços de s;serviços de s;serviços de s de autosserviço;serviços de s para retirada;,IMPÉRIO FOODS,43,"[];intermediação de serviços de fornecimento de comida e bebida materiais, por meio de um ambiente virtual;intermediação de serviços de fornecimento de comida e bebida, por meio de aplicativo;serviços de s;serviços de s;",S
IMPÉRIO DAS MARMITAS,43,churrascaria [];serviço de ;serviços de bar;serviços de s;serviços de s;serviços de s de ;serviços de s para ;,IMPÉRIO PIZZAS ILHABELA,43,serviço de ;serviços de bar;serviços de cafés [];serviços de cafeteria;serviços de s;serviços de fantasma;serviços de s;serviços de s com entrega em domicílio;serviços de s de ;serviços de s para ;,S
FAST SALGADOS & CIA,30,biscoitos;biscoitos amanteigados;biscoitos de água e sal;biscoitos de arroz;biscoitos de malte;bolachas;bolos;brioches;cachorro-quente;cheeseburgers [sanduíches];coxinha de galinha [salgadinho];crepe;croissants;empada;empadão;esfiha;gelados comestíveis;joelho [enroladinho];massas alimentares;pãezinhos;pão achatado à base de batata;pão de gengibre;pão de queijo;pão sem fermento;pão sem glúten;pão*;pastel de forno;pastel frito;pastelões [torta];pizzas;quibe;quiches;rissole;sanduíches;tortas [doces,AÇAI FAST,40,congelamento de alimentos;conservação de alimentos e bebidas;esterilização de alimento;,S
TURMA DO URSO,25,artigos de malha [];pijamas; íntima;s de banho;trajes de banho; *; ;,URSO 912 DESDE 2025,25,bermuda para prática de esporte;botas para esportes*;calçado esportivo;calçados*;camisas desportivas;camisetas regata para a prática de esportes;faixas [];faixas para a cabeça [];luvas [];luvas de ciclismo;luvas de esqui;luvas de ioga;luvas para montanhismo;luvas sem dedos;rash guards [camisa de compressão para prática esportiva]; para ginástica;sapatos para esportes*; ;,S
TURMA DO URSO,25,s de malha [vestuário];pijamas;roupa íntima;roupas de banho;trajes de banho;vestuário *;vestuário confeccionado;,URSO 912 DESDE 2025,28,almofadas de proteção [partes de vestimentas desportivas];caneleiras para esportes;cintos de halterofilia [s desportivos];coquilhas de proteção para esportes;cotoveleiras para esportes;joelheiras para esportes;luvas de boxe;protetores de abdômen para a prática de esportes;protetores genitais para esportes;suportes atléticos [s esportivos];,S
LB BARBEARIA LORD BARBER,44,serviços de barbearia;,LB,3,"argila para estética;condicionador [cosmético];cosméticos;cremes cosméticos;erva para banho;essências para fins cosméticos;loções capilares*;máscaras de beleza;mistura de fragrâncias;perfumes;preparações de banho para higiene íntima ou para uso desodorante [produtos de higiene pessoal];preparações de colágeno para fins cosméticos;preparações depilatórias;preparações para banho de espuma, exceto para uso medicinal;preparações para higiene pessoal*;preparações para perfumar ambientes;produtos cosm",S
KI SABOR COZINHA INDUSTRIAL MARMITARIA,40,beneficiamento de alimentos;congelamento de alimentos;conservação de alimentos e bebidas;defumação de alimentos;esterilização de alimento;extração de suco de frutas;,KISABOR GELADINHO GOURMET,30,frozen yogurt [sorvete à base de iogurte];frozen yogurt [sorvete à base de iogurte] de açaí;gelados comestíveis;iogurte congelado [sorvete à base de iogurte];iogurte gelado [sorvete à base de iogurte];sorvete de açaí;sorvetes;,S
L&Z PEÇAS E MANUTENÇÕES AGRÍCOLAS,37,"instalação, manutenção e reparo de s agrícolas desde que incluídos nesta classe.;",LZ - ATACADÃO DA CONSTRUÇÃO,7,"betoneiras [s];furadeiras elétricas, manuais;pás mecânicas;",S
L&Z PEÇAS E MANUTENÇÕES AGRÍCOLAS,37,"instalação, manutenção e reparo de máquinas agrícolas desde que incluídos nesta classe.;",LZ - LOUZADA,12,câmaras de ar para pneumáticos;pneus;pneus de automóvel;pneus para rodas de veículo;válvulas para pneus de veículo;,S
L&Z PEÇAS E MANUTENÇÕES AGRÍCOLAS,37,"instalação, manutenção e reparo de s agrícolas desde que incluídos nesta classe.;",LZ - LOUZADA,7,"betoneiras [s];furadeiras elétricas, manuais;pás mecânicas;",S
L&Z PEÇAS E MANUTENÇÕES AGRÍCOLAS,37,"instalação, manutenção e reparo de s agrícolas desde que incluídos nesta classe.;",LZ - LOUZADA,35,comércio [através de qualquer meio] de artigos de ferragem;comércio [através de qualquer meio] de ferramentas manuais;comércio [através de qualquer meio] de s-ferramentas;comércio [através de qualquer meio] de materiais de construção metálicos;comércio [através de qualquer meio] de materiais de construção não metálicos;,S
L&Z PEÇAS E MANUTENÇÕES AGRÍCOLAS,37,"instalação, manutenção e reparo de s agrícolas desde que incluídos nesta classe.;",LZ - ATACADÃO DA CONSTRUÇÃO,35,comércio [através de qualquer meio] de artigos de ferragem;comércio [através de qualquer meio] de ferramentas manuais;comércio [através de qualquer meio] de s-ferramentas;comércio [através de qualquer meio] de materiais de construção metálicos;comércio [através de qualquer meio] de materiais de construção não metálicos;,S
"B BRILHO AVIAMENTOS, METAIS E BIJUTERIAS",35,"demonstração de produtos; provimento de mercado online para compradores e vendedores de produtos e serviços [marketplace]; serviços de agências de importação-exportação; comércio (através de qualquer meio) de bijuteria; comércio (através de qualquer meio) de botões [s de armarinho]; comércio (através de qualquer meio) de colchetes e ilhoses [s de armarinho]; comércio (através de qualquer meio) de fitas e laços; assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preço",BRILHO DO SOL,25,s de malha [];bermuda para prática de esporte;bermudas;biquíni;bonés;calção para banho;calções de banho;calções de banho [sungas];camisas;camisas de manga curta;camisas desportivas;camisetas;camisetas regata para a prática de esportes;canga;chapéus [chapelaria];combinações [];leggings [calças];maiô;malhas [];roupa para ginástica;roupas de banho;roupas de praia;saias;sungas;trajes de banho;vestidos; *; confeccionado;viseiras [chapelaria];,S
